customer_key,score_date,personalized_deadline,personalized_window_days,estimated_margin_next_180d,churned_in_personal_window,heldout_margin_proxy,churn_probability,value_at_risk,risk_rank,value_at_risk_rank
18c79933a9d05a0e18bff9b4,2026-06-03,2026-06-06,15.0,1079.9060869565217,0,0.0,0.5753289651230098,621.3012514387347,474.0,1.0
9f87ba7abad1549d4319eb28,2026-05-20,2026-05-23,11.0,1067.7176470588236,1,1067.7176470588236,0.5628313395735361,600.9449535804217,522.0,2.0
db12e2479c0f872181526c53,2026-04-08,2026-04-09,13.0,826.2288770053475,1,826.2288770053475,0.6731067608818718,556.1402431481359,173.0,3.0
85a7be2c2b09db6a58406aae,2026-02-11,2026-02-12,14.0,682.6125000000002,1,682.6125000000002,0.7818956470387928,533.731742364268,36.0,4.0
3b9a021424414b4d5fcb5baa,2026-06-03,2026-06-04,14.0,747.8171428571428,0,0.0,0.6688542049719791,500.18064055013116,182.0,5.0
25db63b2fa7b3a85da0bca5a,2026-04-08,2026-04-09,26.0,618.1714285714285,1,618.1714285714285,0.7634481240379497,471.9418174767165,47.0,6.0
62b67283cb8a33b55e1404f6,2026-06-17,2026-06-18,12.0,626.790476190476,1,626.790476190476,0.7180812552574943,450.0864919262997,102.0,7.0
098e4e0a627f0b86545a626d,2026-05-06,2026-05-10,14.0,923.9345454545453,1,923.9345454545453,0.44658861443018566,412.61864847872874,1115.0,8.0
8db4cd91747e146ff0657262,2026-06-17,2026-06-23,16.0,1132.9344,0,0.0,0.35722074232714074,404.7076673759538,1748.0,9.0
2c89e49eb7a5bd591c384e0f,2026-05-06,2026-05-09,14.0,623.9627329192547,0,0.0,0.6356676590815807,396.6329297889282,265.0,10.0
5692ad396f536a9ec8ed789f,2026-05-06,2026-05-09,16.0,457.2,1,457.2,0.8598843309059062,393.1391160901803,1.0,11.0
f1fe13d3940e0207859c48cf,2026-05-20,2026-05-22,13.0,604.0912500000001,0,0.0,0.6308700584012601,381.1030821671902,280.0,12.0
630dc7c1d687d85123b5898b,2026-06-17,2026-06-18,12.0,500.78571428571433,1,500.78571428571433,0.7430535144381695,372.11058498042905,69.0,13.0
5a1ccf0cb922272f9decaa70,2026-06-17,2026-06-18,21.0,573.5659090909091,1,573.5659090909091,0.6336644644617848,363.4483346176277,270.0,14.0
6ba4d2765c5a35539094920b,2026-05-06,2026-05-13,29.0,552.2352941176471,1,552.2352941176471,0.6537428638451407,361.0198826928342,225.0,15.0
4c8249f1a42a2c8f00a496ae,2026-04-22,2026-04-23,9.0,536.3458646616542,0,0.0,0.6577953784299867,352.80583101447127,213.0,16.0
7b06d0e276ef4cccf8143d04,2026-05-20,2026-05-24,10.0,1084.445714285714,0,0.0,0.3241593241966718,351.5331898708341,2000.0,17.0
810af0934e3daeae1298f081,2026-06-17,2026-06-18,14.0,464.1832775919733,1,464.1832775919733,0.7368096710242792,342.01472805751354,79.0,18.0
a49071a12df2f3eb953085f4,2026-06-03,2026-06-10,32.0,424.3764705882353,1,424.3764705882353,0.79219620803432,336.18943077898814,30.0,19.0
14f36a6a606aeda21b88d967,2026-05-20,2026-05-21,9.0,515.1932773109244,0,0.0,0.6294928200199531,324.31046898977553,282.0,20.0
ef525b4744188a6beabdc580,2026-06-03,2026-06-10,19.0,504.5625,0,0.0,0.64063682404565,323.2413175325333,256.0,21.0
8a9c4260849a636ed9a3e72e,2026-06-17,2026-06-21,17.0,535.77,1,535.77,0.6000665548990629,321.4976581182709,382.0,22.0
8f7619e3465c7aac374add26,2026-03-25,2026-03-29,34.0,439.02,0,0.0,0.7182512782801085,315.3266761905332,101.0,23.0
de2a5e100e3f3916e7c7a93a,2026-02-11,2026-02-14,14.0,591.8809364548496,0,0.0,0.5307806491388655,314.15894766442466,656.0,24.0
081acbd8c098ffab3ccc15b5,2026-04-22,2026-04-23,12.0,492.51374999999996,1,492.51374999999996,0.6324610306549004,311.49575393670995,275.0,25.0
5edc445963ad2d300ba8b08a,2026-06-17,2026-06-21,18.0,541.7585253456223,0,0.0,0.5727378278571703,310.28560102955544,484.0,26.0
f7b1ecd5e673a64a39c30b04,2026-03-25,2026-03-29,19.0,394.961142857143,1,394.961142857143,0.7777154291347542,307.16737470869595,40.0,27.0
7756e7418fb6f752e5e644b6,2026-05-20,2026-05-23,25.0,415.17209302325585,1,415.17209302325585,0.7381273988682696,306.4498971059511,76.0,28.0
fa3439f0d0611c804412dc0d,2026-02-11,2026-02-14,12.0,542.2114285714285,1,542.2114285714285,0.5638867393851132,305.74583451448706,517.0,29.0
617c57a5929970e389375331,2026-06-17,2026-06-20,15.0,558.9106719367591,0,0.0,0.5449891485157049,304.6002511951548,602.0,30.0
31c8efc0e8d4c8f7c1af2e22,2026-05-06,2026-05-07,15.0,416.052,0,0.0,0.7201754171196761,299.6304226434755,96.0,31.0
1e3891a778bde0ca99578c4d,2026-05-20,2026-06-01,37.0,867.0879310344827,1,867.0879310344827,0.33684236233927367,292.07194704552836,1905.0,32.0
cdbcc84a1f8ede41c85ea5d0,2026-04-22,2026-04-23,9.0,472.9866666666667,1,472.9866666666667,0.6124556061627852,289.6833356402486,336.0,33.0
670d849d70e196674bb505e1,2026-06-17,2026-06-20,11.0,589.6210526315789,1,589.6210526315789,0.48374726823370995,285.2275735036108,887.0,34.0
94c1f24a794b59fb6c44c283,2026-06-17,2026-06-19,30.0,376.8,1,376.8,0.7556826038199511,284.7412051193576,57.0,35.0
9be88b6f7f8c6c135aeef064,2026-06-03,2026-06-04,9.0,421.2,1,421.2,0.6698038178990067,282.1213680990616,181.0,36.0
6fe25b1330a06c1f0d5470cb,2026-06-03,2026-06-09,21.0,351.63529411764705,1,351.63529411764705,0.7926793281647646,278.7340287001959,29.0,37.0
61adfbaf0bb0d8187f644e2d,2026-06-17,2026-06-20,18.0,405.38250000000005,1,405.38250000000005,0.6800293423645787,275.67199488110884,162.0,38.0
de22ca0bdb9efae8a19aa63d,2026-06-17,2026-06-20,17.0,517.2390532544379,1,517.2390532544379,0.5312953728262486,274.80671563911244,655.0,39.0
cd7f5f7fc848fc18c6aae734,2026-01-14,2026-01-17,29.0,452.2807453416149,1,452.2807453416149,0.6064353146220789,274.27901609875056,353.0,40.0
858b85f0ee760c9a72ff9b4e,2026-05-06,2026-05-12,17.0,653.7623376623377,1,653.7623376623377,0.41776456394501993,273.1187379171834,1315.0,41.0
0df9789e90bf6ce9f1a8b723,2026-06-17,2026-06-23,23.0,462.4947368421053,0,0.0,0.5852692166044657,270.6839323152675,431.0,42.0
3d6741041259883bc8c4e505,2026-06-17,2026-06-24,30.0,413.1033962264151,0,0.0,0.6541925568050135,270.2491670021931,222.0,43.0
45583c88e500c3f89767c6a7,2026-02-11,2026-02-15,12.0,537.8181818181819,1,537.8181818181819,0.4979401429285239,267.80126232410436,817.0,44.0
92a36a3251d7c9a42451ee39,2026-06-17,2026-06-23,27.0,429.1542857142858,0,0.0,0.618851177218748,265.5826349227567,315.0,45.0
f62bdc1cd3a5d8082dc84c43,2026-04-22,2026-04-29,18.0,645.3613636363636,1,645.3613636363636,0.40433892796406373,260.9447219221536,1414.0,46.0
8e4c35182296d086a76fba4b,2026-06-17,2026-06-21,27.0,386.9028571428571,1,386.9028571428571,0.6621809871272156,256.1997158651972,202.0,47.0
ddbe2b1eac80ebbdefc2d059,2026-06-03,2026-06-09,22.0,381.1609756097562,1,381.1609756097562,0.6662805359902912,253.96013912785068,190.0,48.0
bde89570d5254d21264ffa15,2026-05-20,2026-05-23,10.0,537.6581314878892,0,0.0,0.4661930471818228,250.65248266042425,976.0,49.0
626f2cba6a9ba02a2a30bb5a,2026-06-03,2026-06-05,11.0,403.06764705882347,1,403.06764705882347,0.6136661596953804,247.3489750680412,332.0,50.0
f0fc556ae0494712cd215f13,2026-06-17,2026-06-18,16.0,292.1454545454546,1,292.1454545454546,0.8331843713602037,243.41102689119555,9.0,51.0
5a5b3f68583177983516da81,2026-06-03,2026-06-12,35.0,353.10491803278694,0,0.0,0.6803186809738186,240.22387208143397,161.0,52.0
50785448ee217f07287b0fd4,2025-12-31,2026-01-16,41.0,391.61739130434785,1,391.61739130434785,0.6002020424454105,235.04955811801312,380.0,53.0
0bbcc8ca1ffe588186757009,2026-06-03,2026-06-13,20.0,760.27,0,0.0,0.3062135650573194,232.8049871061282,2136.0,54.0
4879833f52363b405410298e,2026-03-11,2026-03-13,15.0,375.6034285714286,1,375.6034285714286,0.6189505732735248,232.47995743778714,314.0,55.0
c8e724bee2a17be4debb9cfa,2026-06-03,2026-06-11,31.0,385.8,1,385.8,0.6020442161769655,232.26865860107327,368.0,56.0
a4a3de7e53d929e86662bd8f,2026-06-17,2026-06-18,22.0,351.8400000000001,1,351.8400000000001,0.6596611312087947,232.09517240450236,210.0,57.0
a5337845fc500cbf0794c8e1,2026-06-17,2026-06-20,13.0,376.45565217391305,0,0.0,0.6140223745467257,231.15219345936234,331.0,58.0
0aaf171333a6b38ee1d814cd,2026-06-17,2026-06-29,31.0,549.9642857142858,1,549.9642857142858,0.415225349955554,228.3591129987706,1336.0,59.0
